Sr. No.,Tag ID,Chassis/ Vehicle No,NPCI Vehicle Class,Vehicle Class Desc,Plaza Name,Pass Id,Pass Scheme,Pass Type,Pass Name,Start Effective Date,End Effective Date,Trips Allowed,Trips Taken,Channel,Issuance Date,Renewal Dt,Issuance Fees (Rs.),Payment Mode,Payment status,Stlmnt Dt,Stlmnt Amt (Rs.),Stlmnt Status,Current Status,Issued By,NPCI Plaza Id,AutoRenewal,Old Pass Id,New Pass Id,A,B
759,34161FA8203289722ACB66E0,UP16B3153,VC4,Car / Jeep / Van,Kurana Toll Plaza,13978839,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,23,Concessionaire,1/2/2023 8:53,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
760,34161FA8203289722ACB6600,UP13B7029,VC4,Car / Jeep / Van,Kurana Toll Plaza,13999124,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,10,Concessionaire,1/2/2023 12:21,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
761,34161FA8203289722ACB64C0,UP13AW0970,VC4,Car / Jeep / Van,Kurana Toll Plaza,13987913,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,32,Concessionaire,1/2/2023 10:20,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
762,34161FA8203289722A6BFDE0,UP37P3489,VC4,Car / Jeep / Van,Kurana Toll Plaza,13985492,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,61,Concessionaire,1/2/2023 10:01,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
763,34161FA8203289722A05C660,UP37H6061,VC4,Car / Jeep / Van,Kurana Toll Plaza,14001648,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,25,Concessionaire,1/2/2023 12:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
764,34161FA820328972299E7E40,UP13AU2642,VC4,Car / Jeep / Van,Kurana Toll Plaza,14356534,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,18/02/2023 00:00:00,28/02/2023 00:00:00,9999,4,Concessionaire,18/02/2023 11:44:37,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
765,34161FA820328972298B8340,DL8CR5462,VC4,Car / Jeep / Van,Kurana Toll Plaza,13978533,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,36,Concessionaire,1/2/2023 8:48,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
766,34161FA820328972298B6720,DL5CE5013,VC4,Car / Jeep / Van,Kurana Toll Plaza,13987368,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,29,Concessionaire,1/2/2023 10:14,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
767,34161FA8203289722981DBA0,UP13N9812,VC4,Car / Jeep / Van,Kurana Toll Plaza,14135525,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,6/2/2023 8:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
768,34161FA8203289722981D620,DL1C6748,VC4,Car / Jeep / Van,Kurana Toll Plaza,14558847,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,20,Concessionaire,28/02/2023 10:57:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
769,34161FA8203289722981D620,DL1C6748,VC4,Car / Jeep / Van,Kurana Toll Plaza,14005677,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,21,Concessionaire,1/2/2023 13:51,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
770,34161FA820328972297D1B80,UP37E1171,VC4,Car / Jeep / Van,Kurana Toll Plaza,14290061,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,14/02/2023 00:00:00,28/02/2023 00:00:00,9999,2,Concessionaire,14/02/2023 14:16:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
771,34161FA820328972297D1AE0,UP37J0490,VC4,Car / Jeep / Van,Kurana Toll Plaza,14094331,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,42,Concessionaire,4/2/2023 9:10,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
772,34161FA820328972292C6240,DL7CP6205,VC4,Car / Jeep / Van,Kurana Toll Plaza,13976652,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,35,Concessionaire,1/2/2023 8:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
773,34161FA820328972290F9F60,DL5CS8906,VC4,Car / Jeep / Van,Kurana Toll Plaza,14165189,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,7/2/2023 15:29,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
774,34161FA82032897228BB1260,UP16BA7355,VC4,Car / Jeep / Van,Kurana Toll Plaza,13978775,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,44,Concessionaire,1/2/2023 8:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
775,34161FA82032897228B7CC60,MALB351CLMM216114,VC4,Car / Jeep / Van,Kurana Toll Plaza,14033858,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 3:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
776,34161FA820328972289C7320,UP13BU7030,VC4,Car / Jeep / Van,Kurana Toll Plaza,14559927,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,18,Self,28/02/2023 11:12:45,N/A,315,,Success,1/3/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
777,34161FA82032897227B05D60,UP15FT5434,VC9,Mini-Bus,Kurana Toll Plaza,14052852,Monthly Pass Comm,MP,Monthly Pass Comm,2/2/2023 0:00,1/3/2023 0:00,50,50,Concessionaire,2/2/2023 14:42,N/A,5455,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
778,34161FA82032897226F4EF80,UP16BC3129,VC4,Car / Jeep / Van,Kurana Toll Plaza,14003578,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,7,Concessionaire,1/2/2023 13:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
779,34161FA820328972267B4E20,UP15CJ7188,VC4,Car / Jeep / Van,Kurana Toll Plaza,14096049,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,19,Concessionaire,4/2/2023 10:18,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
780,34161FA82032897225E90F80,HR29AE1009,VC4,Car / Jeep / Van,Kurana Toll Plaza,14589348,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,84,Concessionaire,28/02/2023 16:52:54,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
781,34161FA820328972256AD880,UP13BE2293,VC4,Car / Jeep / Van,Kurana Toll Plaza,13978489,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,34,Concessionaire,1/2/2023 8:48,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
782,34161FA820328972252C7A00,PB04Z4155,VC4,Car / Jeep / Van,Kurana Toll Plaza,14001392,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,1/2/2023 12:47,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
783,34161FA820328972252AB540,DL2CAV7147,VC4,Car / Jeep / Van,Kurana Toll Plaza,14099554,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,4/2/2023 12:07,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
784,34161FA8203289722512D820,UP13BD4310,VC4,Car / Jeep / Van,Kurana Toll Plaza,14100586,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,4/2/2023 12:40,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
785,34161FA82032897224CED520,MD490664,VC5,Light Commercial vehicle 2-axle,Kurana Toll Plaza,14401903,Monthly Pass Comm,MP,Monthly Pass Comm,21/02/2023 00:00:00,20/03/2023 00:00:00,50,30,Concessionaire,21/02/2023 10:51:16,N/A,5455,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR1,320077,NO,N/A,N/A,N/A,N/A
786,34161FA8203289722497BF80,UP13Q4724,VC4,Car / Jeep / Van,Kurana Toll Plaza,14046629,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,17,Concessionaire,2/2/2023 12:01,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
787,34161FA8203289722497BD00,UP13BR9920,VC4,Car / Jeep / Van,Kurana Toll Plaza,14165713,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,5,Concessionaire,7/2/2023 15:53,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
788,34161FA820328972245A7620,UP14EL6001,VC4,Car / Jeep / Van,Kurana Toll Plaza,14423586,Monthly Pass Comm,MP,Monthly Pass Comm,22/02/2023 00:00:00,21/03/2023 00:00:00,50,36,Concessionaire,22/02/2023 16:41:23,N/A,3380,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
789,34161FA820328972241D3D40,UP37J8013,VC4,Car / Jeep / Van,Kurana Toll Plaza,14005163,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,33,Concessionaire,1/2/2023 13:44,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
790,34161FA820328972241D39A0,DL8CAJ3768,VC4,Car / Jeep / Van,Kurana Toll Plaza,14038391,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,26,Concessionaire,2/2/2023 9:13,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
791,34161FA820328972241D3460,DL3CAL7618,VC4,Car / Jeep / Van,Kurana Toll Plaza,14014830,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,41,Concessionaire,1/2/2023 16:10,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
792,34161FA8203289722278DF80,UP13AT0693,VC4,Car / Jeep / Van,Kurana Toll Plaza,14017365,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,76,Concessionaire,1/2/2023 16:49,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
793,34161FA82032897221DE5360,DL7CJ5214,VC4,Car / Jeep / Van,Kurana Toll Plaza,14239959,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,11/2/2023 0:00,28/02/2023 00:00:00,9999,30,Concessionaire,11/2/2023 11:09,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
794,34161FA82032897221DE1340,UP15DM0086,VC4,Car / Jeep / Van,Kurana Toll Plaza,13978312,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,30,Concessionaire,1/2/2023 8:45,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
795,34161FA82032897221C3F320,MA3NYFB1SJM483034,VC4,Car / Jeep / Van,Kurana Toll Plaza,13992701,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,1/2/2023 11:07,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
796,34161FA82032897221C3F000,DL13C7817,VC4,Car / Jeep / Van,Kurana Toll Plaza,14039852,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,43,Concessionaire,2/2/2023 9:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
797,34161FA82032897221C3EFE0,DL3CCP1565,VC4,Car / Jeep / Van,Kurana Toll Plaza,14097355,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,2,Concessionaire,4/2/2023 11:04,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
798,34161FA82032897221637080,DL7CN0665,VC4,Car / Jeep / Van,Kurana Toll Plaza,14187598,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,8/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,8/2/2023 15:07,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
799,34161FA82032897221577D20,DL6CS8374,VC4,Car / Jeep / Van,Kurana Toll Plaza,14556052,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,57,Concessionaire,28/02/2023 10:19:43,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
800,34161FA82032897221547520,DL2CAS5156,VC4,Car / Jeep / Van,Kurana Toll Plaza,14102347,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,4/2/2023 13:38,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
801,34161FA82032897220ED93A0,UP13AJ1702,VC4,Car / Jeep / Van,Kurana Toll Plaza,13988913,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,1/2/2023 10:32,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
802,34161FA820328972204C2FE0,UP13BK8898,VC4,Car / Jeep / Van,Kurana Toll Plaza,14045833,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,2/2/2023 11:45,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
803,34161FA8203289722046B180,MA3EXMG1S00106447,VC4,Car / Jeep / Van,Kurana Toll Plaza,14141327,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,5,Concessionaire,6/2/2023 12:20,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
804,34161FA8203289722046B100,UP37E3349,VC4,Car / Jeep / Van,Kurana Toll Plaza,14083635,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,3/2/2023 17:04,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
805,34161FA8203289722046AFA0,UP37T5730,VC20,Tata Ace and Similar mini Light Commercial Vehicle,Kurana Toll Plaza,14040385,Monthly Pass Comm,MP,Monthly Pass Comm,2/2/2023 0:00,1/3/2023 0:00,50,1,Concessionaire,2/2/2023 9:59,N/A,5455,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
806,34161FA8203289722046AF00,UP13AS1654,VC4,Car / Jeep / Van,Kurana Toll Plaza,14587988,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,53,Concessionaire,28/02/2023 16:32:04,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
807,34161FA8203289722046AF00,UP13AS1654,VC4,Car / Jeep / Van,Kurana Toll Plaza,14015416,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,43,Concessionaire,1/2/2023 16:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
808,34161FA82032897220308420,DL8CS3510,VC4,Car / Jeep / Van,Kurana Toll Plaza,14558753,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,8,Concessionaire,28/02/2023 10:55:13,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
809,34161FA82032897220308280,UP13AT3857,VC4,Car / Jeep / Van,Kurana Toll Plaza,14135835,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,7,Concessionaire,6/2/2023 8:39,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
810,34161FA82032897220308260,UP13BL1012,VC4,Car / Jeep / Van,Kurana Toll Plaza,14387412,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,20/02/2023 00:00:00,28/02/2023 00:00:00,9999,7,Concessionaire,20/02/2023 12:57:41,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
811,34161FA820328972202719A0,UP13BP2225,VC4,Car / Jeep / Van,Kurana Toll Plaza,14037755,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,2/2/2023 8:59,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
812,34161FA82032897220270F60,DL3CAP8838,VC4,Car / Jeep / Van,Kurana Toll Plaza,14343879,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,17/02/2023 00:00:00,28/02/2023 00:00:00,9999,8,Concessionaire,17/02/2023 16:10:07,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
813,34161FA82032897220270D20,DL2CAP8111,VC4,Car / Jeep / Van,Kurana Toll Plaza,14137730,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,6/2/2023 10:07,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
814,34161FA820328972202708C0,UP37J2436,VC4,Car / Jeep / Van,Kurana Toll Plaza,14011871,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,1/2/2023 15:29,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
815,34161FA820328972201A3AA0,UP14DD7077,VC4,Car / Jeep / Van,Kurana Toll Plaza,14164037,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,7/2/2023 14:35,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
816,34161FA82032897220046460,UP13AF1122,VC4,Car / Jeep / Van,Kurana Toll Plaza,14040311,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,2/2/2023 9:57,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
817,34161FA8203289721FDD53C0,61H8F11538,VC4,Car / Jeep / Van,Kurana Toll Plaza,14080295,Monthly Pass Comm,MP,Monthly Pass Comm,4/2/2023 0:00,3/3/2023 0:00,50,3,Concessionaire,3/2/2023 15:16,N/A,3380,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
818,34161FA8203289721FA91F20,UP16AJ4676,VC4,Car / Jeep / Van,Kurana Toll Plaza,14046966,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,63,Concessionaire,2/2/2023 12:06,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
819,34161FA8203289721FA90EC0,UP13BK8344,VC4,Car / Jeep / Van,Kurana Toll Plaza,14116874,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,5/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,5/2/2023 8:18,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
820,34161FA8203289721F196400,DL2CAE6407,VC4,Car / Jeep / Van,Kurana Toll Plaza,14054174,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,2/2/2023 15:26,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
821,34161FA8203289721EFCBC00,UP37F0987,VC4,Car / Jeep / Van,Kurana Toll Plaza,14137995,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,6/2/2023 10:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
822,34161FA8203289721EEA13C0,UP14BU8673,VC4,Car / Jeep / Van,Kurana Toll Plaza,13995468,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,11,Self,1/2/2023 11:38,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
823,34161FA8203289721ECB57C0,UP13AN1417,VC4,Car / Jeep / Van,Kurana Toll Plaza,14455416,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,24/02/2023 00:00:00,28/02/2023 00:00:00,9999,4,Concessionaire,24/02/2023 15:11:00,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
824,34161FA8203289721E91DDC0,UP13AT8392,VC4,Car / Jeep / Van,Kurana Toll Plaza,14046099,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,19,Concessionaire,2/2/2023 11:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
825,34161FA8203289721E91D7E0,HR26DL9929,VC4,Car / Jeep / Van,Kurana Toll Plaza,14156443,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,7/2/2023 8:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
826,34161FA8203289721E8F49E0,UP13BR6889,VC4,Car / Jeep / Van,Kurana Toll Plaza,13961358,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,39,Concessionaire,1/2/2023 0:51,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
827,34161FA8203289721E8F3DA0,UP13W4487,VC4,Car / Jeep / Van,Kurana Toll Plaza,14001577,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,1/2/2023 12:50,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
828,34161FA8203289721E8F3640,UP13AV2328,VC4,Car / Jeep / Van,Kurana Toll Plaza,14097653,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,4/2/2023 11:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
829,34161FA8203289721E8F3340,DL4CAP1544,VC4,Car / Jeep / Van,Kurana Toll Plaza,14083058,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,22,Concessionaire,3/2/2023 16:55,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
830,34161FA8203289721E62E420,UP13BB0186,VC4,Car / Jeep / Van,Kurana Toll Plaza,13985634,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,16,Concessionaire,1/2/2023 10:03,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
